	Freq
theoretical_background	0
theoretical_contribution	0
theoretical_development	0
theoretical_domain	0
theoretical_explanation	0
theoretical_formulation	0
theoretical_foundation	0
theoretical_implication	0
theoretical_insight	0
theoretical_integration	0
theoretical_issue	0
theoretical_justification	0
theoretical_level_analysis	0
theoretical_methodological	0
theoretical_model	0
theoretical_position	0
theoretical_practical	0
theoretical_proposition	0
theoretical_rationale	0
theoretical_understanding	0
theoretical_work	0
theorist_view	0
theorizing	0
theorizing_empirical	0
theory_advanced	0
theory_attitude	0
theory_burns	0
theory_correct	0
theory_empirical	0
theory_formulation	0
theory_generation	0
theory_guide	0
theory_hypotheses	0
theory_measurement	0
theory_rest	0
theory_spiritual_theory_leadership	0
theory_test	0
theory_testing	0
theory_underlying	0
theory_valid	0
theory_x	0
thinking	0
thoughtful	0
three_factor_solution	0
tichy_devanna	0
tier_journal	0
tight_coupling	0
time_change	0
time_crisis	0
time_effort	0
time_energy	0
time_frame	0
time_lag	0
time_limit	0
time_period	0
time_place	0
time_require	0
time_situation	0
time_space	0
tolerance_ambiguity	0
tolerant	0
top_management	0
top_management_support	0
topic_address	0
topic_future	0
topic_hand	0
topic_leadership	0
total_number	0
traditional_approach	0
traditional_authority	0
traditional_bureaucratic	0
traditional_chinese	0
traditional_firm	0
traditional_hierarchical	0
traditional_leadership	0
traditional_measure	0
traditional_model	0
traditional_organization	0
traditional_situational_contingency_theory	0
traditional_survey	0
trainer	0
training_experience	0
training_increase	0
training_manager	0
training_programme	0
training_session	0
trait_ability	0
trait_approach	0
trait_approach_behavior	0
trait_approach_skill	0
trait_base	0
trait_behavior	0
trait_behavior_effectiveness_level	0
trait_behavior_organizational_outcome	0
trait_behavioral	0
trait_behavioral_approach	0
trait_extroversion	0
trait_intelligence	0
trait_link	0
trait_matter	0
trait_measure	0
trait_model	0
trait_moderate	0
trait_related	0
trait_relevant	0
trait_skill	0
trait_theory	0
trajectory	0
transaction_leader	0
transaction_memory	0
transactional	0
transactional_approach	0
transactional_contingent	0
transactional_exchange	0
transactional_model	0
transactional_non_leadership	0
transactional_transactional_transformational_leadership_model	0
transactional_transformational_leadership_model	0
transactional_transformational_leadership_model_base	0
transactional_transformational_leadership_model_bass	0
transactional_transformational_leadership_model_contingent	0
transactional_transformational_leadership_model_effective	0
transactional_transformational_leadership_model_group	0
transactional_transformational_leadership_model_hand	0
transactional_transformational_leadership_model_laissez_faire	0
transactional_transformational_leadership_model_negative	0
transactional_transformational_leadership_model_positive	0
transactional_transformational_leadership_model_practice	0
transactional_transformational_leadership_model_view	0
transcend_self_interest	0
transcendence	0
transcendent	0
transcendent_ideal	0
transcendental	0
transference	0
transform_follower	0
transformation_process	0
transformation_transactional_transformational_leadership_model	0
transformational_aspect	0
transformational_behavior	0
transformational_change_leadership	0
transformational_constructive	0
transformational_contingent	0
transformational_factor	0
transformational_laissez_faire	0
transformational_leader	0
transformational_leader_follower	0
transformational_leadership_theory	0
transformational_leadership_theory_account	0
transformational_leadership_theory_bass	0
transformational_leadership_theory_beneficial	0
transformational_leadership_theory_contingent	0
transformational_leadership_theory_cooperative	0
transformational_leadership_theory_creativity	0
transformational_leadership_theory_dimension	0
transformational_leadership_theory_discourse	0
transformational_leadership_theory_distributive	0
transformational_leadership_theory_foster	0
transformational_leadership_theory_group	0
transformational_leadership_theory_help	0
transformational_leadership_theory_influence	0
transformational_leadership_theory_level	0
transformational_leadership_theory_limit	0
transformational_leadership_theory_link	0
transformational_leadership_theory_moderate	0
transformational_leadership_theory_prevalent	0
transformational_leadership_theory_principal	0
transformational_leadership_theory_related_employee	0
transformational_leadership_theory_scale	0
transformational_leadership_theory_stronger	0
transformational_principal	0
transformational_process	0
transformational_project	0
transformational_transactional_laissez_faire	0
transition_patient	0
transition_process	0
trauma_unit	0
treatise	0
trial_error	0
tridimensional_leadership_effectiveness_model	0
trigger_event	0
trivial	0
true_transformational_leadership_theory	0
trust_people	0
trustworthiness	0
trustworthiness_leader	0
trustworthy	0
tupes_christal	0
turbulent	0
turbulent_environment	0
turnover_intention	0
turnover_rate	0
tyrannical	0
tyranny	0
ubiquitous	0
ulysses	0
unbiased	0
uncertainty_identity	0
uncertainty_people	0
uncertainty_reduction	0
unconnected	0
unconscious	0
uncontrollable	0
unconventional	0
unconventional_behavior	0
uncritical_acceptance	0
undergraduate_student	0
underlying_influence	0
underlying_process	0
underlying_theory	0
understanding_complex	0
understanding_condition	0
understanding_cultural	0
understanding_effective	0
understanding_ethical	0
understanding_nature	0
understanding_problem	0
understanding_relative	0
understanding_role	0
undesirable_trait	0
undesired	0
undifferentiate	0
unexpected_result	0
unfamiliar	0
unfettered	0
unidirectional	0
unified_theory	0
unimportant	0
unintended_organizational_outcome	0
unique_characteristic	0
unique_contribution	0
unique_information	0
unique_positive	0
unique_solution	0
uniqueness	0
unit_ethical	0
unit_level	0
unit_level_transformational_leadership_theory	0
unit_member	0
unit_turbulence	0
united_kingdom	0
universal_trait	0
university_factor	0
university_faculty	0
university_maryland	0
university_police	0
university_scale	0
university_student	0
unlock	0
unmotivated	0
unobtrusive	0
unordered	0
unquestioning_obedience	0
unreliable	0
unstimulate	0
unstructured	0
unstructured_task	0
uplifting	0
upper_echelon	0
upper_level	0
upper_level_management	0
upper_management	0
upton	0
upward_appeal	0
usa_air	0
usa_army	0
usa_business	0
usa_culture	0
usa_economy	0
usa_employee	0
usa_germany	0
usa_japan	0
usa_manager	0
usa_organization	0
usa_presidential	0
usa_rank	0
use_idea	0
use_sample	0
useless	0
utopian	0
utopian_outcome	0
vague_organizational_outcome	0
valid_predictor	0
validation	0
validation_process	0
validation_study	0
valuable_contribution	0
valuable_information	0
valuable_insight	0
valuable_resource	0
value_altruistic	0
value_approach	0
value_collective	0
value_congruence	0
value_desire	0
value_ethic	0
value_follower	0
value_framework	0
value_ideal	0
value_ideology	0
value_laden	0
value_message	0
value_mission	0
value_moderator	0
value_moral	0
value_oriented	0
value_oriented_leadership	0
value_outcome	0
value_principle	0
value_radio	0
value_resource	0
value_society	0
value_staff	0
value_system	0
value_theory	0
value_tradition	0
variability	0
variability_result	0
variable_account	0
variable_criterion	0
variable_degree	0
variable_function	0
variable_job	0
variable_moderator	0
variable_objective	0
variable_relevant	0
variable_student	0
variable_substitute	0
variance	0
variance_attribu	0
variance_organizational	0
variance_result	0
variance_transformational_leadership_theory	0
variation_individual	0
variation_team	0
variation_vertical_dyad_linkage_theory	0
variety_approach	0
vecchio	0
vecchios_suggestion	0
velocity	0
venkatraman_framework	0
venture_growth	0
veracity	0
verbal_non_verbal	0
verbal_persuasion	0
verifiable	0
version_achievement_goal_theory	0
version_charismatic_leadership_theory	0
version_multifactor	0
version_ohio	0
version_rizzo	0
version_scale	0
version_situational_contingency_theory	0
version_theory	0
version_transformational_leadership_theory	0
vertical_axis	0
vertical_dyad	0
vertical_dyad_linkage_theory	0
vertical_dyad_linkage_theory_antecedent	0
vertical_dyad_linkage_theory_approach_leadership	0
vertical_dyad_linkage_theory_citizenship	0
vertical_dyad_linkage_theory_development	0
vertical_dyad_linkage_theory_differentiation_process	0
vertical_dyad_linkage_theory_dyad	0
vertical_dyad_linkage_theory_focus	0
vertical_dyad_linkage_theory_literature	0
vertical_dyad_linkage_theory_mdm	0
vertical_dyad_linkage_theory_mediator	0
vertical_dyad_linkage_theory_scale	0
vertical_dyad_linkage_theory_team_member	0
vertical_dyadic	0
videotape	0
view_appropriate	0
view_human	0
view_problem	0
vignette	0
vigour	0
virtual_environment	0
virtual_reality	0
virtue_ethic	0
virtuous	0
visible_artifact	0
visionary_communication	0
visionary_inspirational	0
visionary_leadership	0
visualization	0
vital_role	0
vocabulary	0
volunteer	0
von_glinow	0
vroom	0
vroom_jago	0
vroom_yetton	0
vroom_yetton_decision_model	0
vroom_yetton_jago	0
vroom_yetton_vroom_jago	0
wage_promotion	0
waldman	0
waldman_house	0
walmart	0
warmth	0
watson_clark	0
weak_correlation	0
weak_psychological	0
weak_situation	0
weak_tie	0
weak_uncertainty	0
western_culture	0
western_firm	0
western_leadership	0
western_society	0
willing_confident	0
willingness_risk	0
willingness_sacrifice	0
woman_educational	0
work_activity	0
work_area	0
work_assignment	0
work_attitude	0
work_client	0
work_climate	0
work_collaborative	0
work_complete	0
work_dansereau	0
work_engagement	0
work_ethic	0
work_family	0
work_field	0
work_harder	0
work_in_group	0
work_interdependence	0
work_jessica	0
work_lord	0
work_maturity	0
work_method	0
work_oriented	0
work_outcome	0
work_performance	0
work_related	0
work_routine	0
work_scholar	0
work_self_concept	0
work_situation	0
work_stress	0
work_task	0
work_team	0
work_unit_level	0
worker_motivated	0
workflow	0
workgroup	0
workgroup_member	0
workgroup_organization	0
workplace	0
workplace_employee	0
workplace_environment	0
workplace_safety	0
workplace_setting	0
workshop	0
worldwide	0
worth_note	0
yammarino	0
yammarino_dubinsky	0
young_girl	0
younger_worker	0
yukl	0
yukl_taxonomy	0
zaccaro	0
zaccaro_klimoski	0
