	gram_1	gram_2	gram_3	Freq
4594	relational	aspect	leadership	5
4595	follower	centric	approach	6
4596	notion	leader	leadership	3
4597	purpose	present	study	8
4598	creative	thinking	skill	4
4599	leader##member##member	exchange	vertical_dyad_linkage_theory	9
4600	objective	relationship##oriented	enhance	3
4601	specific	leadership	role	3
4602	active	management##exception	related	4
4603	derive	connection	role	3
4604	transcend	self##interest	sake	19
4605	select	occupancy	leadership	3
4606	predict	three	interaction	8
4607	accord	bass	transformational	3
4608	influence	generate	contribute	3
4609	relationship	weak	strong	3
4610	organizational_outcome	subordinate	trust	3
4611	safety	related	event	7
4612	style	global	leadership	3
4613	tend	situation	good	3
4614	endow	supernatural	superhuman	3
4615	express	appreciation	support	4
4616	indicator	organizational	effectiveness_level	4
4617	independent	dependent	variable	18
4618	in##group	decision	support	10
4619	engage	social	psychological	3
4620	increase	work	unit	3
4621	depict	leader	personal	3
4622	model	focus	relationship	3
4623	effective	relationship	broader	3
4624	index	employee	maturity	5
4625	examine	organizational_outcome	transformational_leadership_theory	3
4626	schriesheim	murphy	study	4
4627	role	performance	activity	3
4628	theory	emphasize	leader	3
4629	manager	perform	human	4
4630	contents	mind	contents	3
4631	high	average	level	3
4632	produce	social	psychological	3
4633	influence	regulatory	aspect	3
4634	leadership	process	offer	4
4635	study	manager##subordinate	relationship	3
4636	participative	leader	behavior	4
4637	leadership	style	management	3
4638	work	relationship	develop	3
4639	related	organizational	citizenship	10
4640	change	organizational	culture	8
4641	core	leadership	literature	3
4642	process	outcome	linkage	5
4643	achieve	organizational	organizational_outcome	10
4644	reaction	exchange	occur	3
4645	review	leadership	style	4
4646	commitment	approach	leader	3
4647	management	role	leadership	3
4648	practice	front##line	supervisor	8
4649	include	process	consider	3
4650	role	aesthetic	leadership	3
4651	relational	process	variable	3
4652	focus	map	network	3
4653	degree	participative	leadership	3
4654	transformational_leadership_theory	climate	team	3
4655	culture	lower##level	unit	3
4656	strong	empirical	support	3
4657	behavior	remain	dynamic	3
4658	renew	woman	movement	4
4659	relationship	leader	consideration	4
4660	relationship	traditional	focus	3
4661	howell	shamir	integrate	3
4662	prevent	group	member	5
4663	trait	potential	leader	3
4664	effective	leadership	style	19
4665	work	process	outcome	3
4666	characteristic	relational	leadership	3
4667	theory	develop	country	3
4668	task	high	emphasis	3
4669	leadership	require	leader	3
4670	bullying	role	conflict	3
4671	conclusion	present	study	6
4672	model	mental	model	3
4673	type	leadership	involve	3
4674	agreement	perception	work	4
4675	improve	performance	group	3
4676	perceive	represent	view	3
4677	criterion	variable	kerr	3
4678	gender	role	organizational	4
4679	laboratory	experiment	field	9
4680	service	responsiveness	predictor	3
4681	leader	behavior	demonstrate	3
4682	behavior	influential	tend	3
4683	identify	critical	factor	3
4684	leadership	social	construction	4
4685	influence	gender	role	5
4686	leader	engage	transformational_leadership_theory	4
4687	perceive	organizational	support	51
4688	entity	approach	highlight	3
4689	mind	point	out	5
4690	high	need	power	6
4691	dyadic	partnership	group	4
4692	positive	relationship	leadership	4
4693	work	unit	behavior	3
4694	organizational_outcome	leader##member	outcome	3
4695	behalf	value	attitude	3
4696	interaction	differ	dyad	3
4697	current	study	determine	3
4698	sensemaking	attribution	process	3
4699	possibility	reciprocal	organizational_outcome	4
4700	leadership	behavior	need	3
4701	service	performance	transform	4
4702	view	leadership	exist	3
4703	process	variable	outcome	3
4704	individual	involve	relationship	3
4705	learn	organization	learn	3
4706	interact	responsible	kind	3
4707	leader	characteristic	leadership	6
4708	collective	ascribe	group	3
4709	charismatic_leadership_theory	communication	style	12
4710	dynamic	process	interpersonal	3
4711	contingent	reward	punishment	6
4712	job	satisfaction	control	3
4713	charismatic_leadership_theory	function	leader	3
4714	degree	organizational	transformation	3
4715	reduce	self##concept	uncertainty	4
4716	principalship	develop	country	24
4717	directive	style	leadership	4
4718	affective	commitment	work	5
4719	solid	formal	managerial	3
4720	relational	nature	leadership	4
4721	people	related	dealing	3
4722	concept	transform	leadership	3
4723	decision##make	process	leader	5
4724	act	opinion	leader	3
4725	maintain	predic	reciprocating	3
4726	body	mind	heart	3
4727	distributive	justice	transactional_transformational_leadership_model	3
4728	encounter	emotion	multiple	3
4729	finding	previous	study	3
4730	employee	affective	commitment	34
4731	social	contagion	model	5
4732	discussion	present	study	3
4733	foster	organizational	culture	4
4734	reliant	individual	organization	3
4735	korean	public	human	13
4736	provide	valuable	insight	3
4737	kind	act	leadership	4
4738	shaws	taxonomy	task	3
4739	test	relationship	transformational_leadership_theory	3
4740	relation	specific	task	4
4741	explore	count	leadership	3
4742	past	present	future	5
4743	performance	related	leadership	3
4744	specific	contexts	sense	3
4745	demand	ambiguous	satisfying	4
4746	transformational	behavior	follower	3
4747	rating	follower	self##rating	9
4748	construct	leadership	truth	3
4749	vast	majority	exist	3
4750	safety	participation	behavior	6
4751	performance	organizational	culture	4
4752	people	task	organisation	3
4753	leadership	generate	social	3
4754	level	intrinsic	motivation	5
4755	language	communication	dialogue	3
4756	follower	behavior	extent	3
4757	initiate	structure##consideration	transformational##transactional	5
4758	evaluation	leader	effectiveness_level	5
4759	vertical_dyad_linkage_theory	relationship	characterize	4
4760	follower	performance	organizational	3
4761	effort	determine	organizational_outcome	3
4762	direction	vertical	triad	3
4763	reach	team	member	3
4764	leadership	take	place	9
4765	methodology	limit	ability	3
4766	fade	way	people	3
4767	study	ohio	state	5
4768	contingent	reward	correlate	6
4769	organizational_outcome	change	individual	5
4770	leader	encourage	member	3
4771	individualize	consideration	define	4
4772	leadership	effectiveness_level	task##oriented	4
4773	participatory	method	include	3
4774	task	feedback	job	3
4775	perception	work	environment	13
4776	motivate	subordinate	learn	4
4777	identify	analyze	triad	3
4778	issue	opportunity	offer	3
4779	mutual	interest	team	3
4780	dominant	paradigm	study	3
4781	test	substitute	model	5
4782	purpose	discussion	present	3
4783	leadership	proto	type	3
4784	woman	leader	face	3
4785	supervisor	leadership	practice	4
4786	leader	gender	congruent	3
4787	influence	behavior	individual	3
4788	symbolic	way	message	3
4789	member	exchange	contribution	4
4790	leader	behavior	exhibit	5
4791	understanding	issue	opportunity	3
4792	group	member	idea	3
4793	team	organizational	performance	7
4794	self	direct	behavior	3
4795	highlight	key	theory	3
4796	principal	leadership	style	5
4797	influence	perception	leader	4
4798	higher	emphasis	flexibility	3
4799	leader	seek	develop	3
4800	theory	first	leadership	3
4801	four	communication	component	3
4802	exchange	occur	retrospect	3
4803	leadership	reason	complex	3
4804	relationship	initiate	structure	21
4805	mediate	organizational_outcome	transformational_leadership_theory	3
4806	avolio	bass	jung	3
4807	hold	leadership	position	4
4808	virtual	team	leadership	10
4809	life	burnout	organizational	4
4810	leader	directive	task	3
4811	leader	effectiveness_level	empirical	3
4812	leadership	share	responsibility	3
4813	appeal	follower	sense	3
4814	leader	behavior	oriented	4
4815	interaction	relational	network	3
4816	potency	transformational	leader	4
4817	context	dynamic	unfold	3
4818	relative	individual	characteristic	3
4819	increase	intrinsic	value	5
4820	reduce	short	term	3
4821	safety	climate	moderate	3
4822	unit##level	property	multi##level	3
4823	framework	study	relational	6
4824	internal	consistency	liability	3
4825	training	program	develop	3
4826	engage	type	behavior	3
4827	study	leader	behavior	12
4828	concern	relational	leadership	3
4829	appraisal	primary	appraisal	3
4830	collectivity	entity	approach	3
4831	behavior	addition	examine	3
4832	organisational	learning	student	12
4833	internal	external	stakeholder	3
4834	network	theory	focus	3
4835	social	responsibility	practice	13
4836	predisposed	form	beneficial	3
4837	house	argue	leader	3
4838	subordinate	source	information	3
4839	leadership	employee	experience	3
4840	peter	drucker	foundation	5
4841	attain	leadership	position	3
4842	model	interaction	set	3
4843	focus	leadership##management	organization	3
4844	description	questionnaire	measure	6
4845	leadership	practice	basic	3
4846	approach	explore	emotion	3
4847	relationship	non##contingent	reward	6
4848	collaborative	effort	insider	3
4849	tool	learn	leader	4
4850	personal	physical	psychological	3
4851	consistent	previous	study	4
4852	measure	need	closure	4
4853	local	knowledge	creation	4
4854	individualize	leadership	employee	4
4855	leadership	schema	leadership	3
4856	static	model	uhl	3
4857	process	structuring	process	3
4858	variation	vertical_dyad_linkage_theory	characteristic	4
4859	characteristic	servant	leader	3
4860	leader	accord	balkundi	3
4861	theory	leader	theory	4
4862	develop	proposition	follower	3
4863	variable	intervene	variable	5
4864	spiritual	survival	call	9
4865	leadership	style	technology	3
4866	organizational	behavior	human	3
4867	style	manager	circumstance	3
4868	double	edge	sword	4
4869	main	purpose	study	3
4870	influence	demographic	variable	3
4871	non##contingent	punishment	facet	7
4872	actual	manager	implicit	4
4873	knowledge	management	organizational_outcome	3
4874	influence	facilitate	individual	3
4875	outcome	present	study	4
4876	leadership	truth	multiple	3
4877	event	work	environment	3
4878	human	resource	department	140
4879	high##characteristic	vertical_dyad_linkage_theory	expect	3
4880	cognitive	motivational	affective	4
4881	style	outstanding	leadership	3
4882	mean	entity	approach	3
4883	task	performance	individual##group	3
4884	standard	ethical	conduct	3
4885	knowledge	specific	organization	3
4886	term	wealth	creation	4
4887	human	resource	development	3
4888	interaction	work	interdependence	3
4889	increase	reliance	team	3
4890	nets	administrator	international	3
4891	leadership	theory	address	8
4892	study	behavior	description	3
4893	leadership	accord	hersey##blanchard_situational_leadership_model	3
4894	increase	risk	disease	7
4895	link	perceive	organizational	5
4896	leader	time	language	3
4897	change	place	there	3
4898	richer	methodology	survey	3
4899	variability	output	input	3
4900	link	leadership	style	10
4901	relate	individual	approach	4
4902	bachelor	apply	business	6
4903	save	children	federation	4
4904	reflect	purpose	approach	3
4905	average	latent	factor	3
4906	classification	athlete	leadership	4
4907	environmental	context	dynamic	3
4908	positive	relationship	leader	14
4909	ethical	culture	ethical_leadership_theory	4
4910	contingent	reward	clarify	3
4911	subject	produce	hear	3
4912	high##characteristic	exchange	relationship	7
4913	organizational_outcome	student	engagement	3
4914	describe	aesthetic	approach	3
4915	influence	subordinate	perception	3
4916	case	hereditary	succession	4
4917	exist	people	related	3
4918	leader	characteristic	leader	8
4919	effective	assessment	program	6
4920	follower	approach	job	8
4921	responsible	kind	relationship	3
4922	degree	leader	attend	3
4923	extent	leadership	science	8
4924	leadership	multi##level	processual	3
4925	work	related	organizational_outcome	4
4926	antecedent	abusive	supervision	4
4927	base	self##construal	include	3
4928	attention	leader	person	3
4929	process	hosking	argue	3
4930	culture	hierarchical	culture	3
4931	psychological	mindedness	leadership	10
4932	five	decision	style	3
4933	larger	collectivity	individual	3
4934	transformational	leader	play	4
4935	competence	self##determination	organizational_outcome	5
4936	follower	internal	work	4
4937	reward	contingent	punishment	3
4938	manage	stressful	demand	3
4939	safety	power	struggle	3
4940	focus	organizational	member	3
4941	individual	perform	internal	3
4942	leader	behavior	examine	5
4943	context	enterprise	resource	3
4944	participant	identify	green	3
4945	call	stage	vertical_dyad_linkage_theory	3
4946	subordinate	expectation	leader	4
4947	leadership	theory	practice	9
4948	international	institute	management	3
4949	high##strain	work	environment	21
4950	unnecessary	ambiguity	uncertainty	3
4951	organizational	scholar	observer	3
4952	reason	learn	invent	3
4953	achieve	common	organizational_outcome	5
4954	anxious	ambivalent	individual	14
4955	variety	organizational	setting	4
