	gram_1	gram_2	Freq
3608	contrast	organizational_outcome	5
3609	approach	report	3
3610	clarification	task	3
3611	american	model	3
3612	directive	manner	4
3613	reason	propose	4
3614	workplace	environment	4
3615	modeling	simulation	3
3616	predictor	teacher	3
3617	dispositional	nature	5
3618	perceive	feedback	14
3619	refer	specific	3
3620	situation	instance	7
3621	seek	solution	3
3622	selection	training	9
3623	control	leader	18
3624	review	emphasize	4
3625	artifactual	source	3
3626	environmental	turbulence	4
3627	predict	behavior	5
3628	describe	transitional	3
3629	gupta	somers	4
3630	leadership	increase	16
3631	approach	long	3
3632	link	relationship	3
3633	structure	help	3
3634	chain	management	12
3635	remain	constant	3
3636	trait	identify	7
3637	position	related	8
3638	clear	purpose	3
3639	leader	consistent	9
3640	link	organizational_outcome	11
3641	situational	approach	15
3642	transformational_leadership_theory	point	3
3643	organization	leader	61
3644	capacity	reason	3
3645	include	contingent	4
3646	invariant	task	6
3647	additive	relationship	3
3648	individual	independent	5
3649	combination	factor	3
3650	think	lead	3
3651	justice	distributive	8
3652	relational	tie	5
3653	heart	disease	5
3654	remain	unexplored	4
3655	additive	organizational_outcome	4
3656	model	store	4
3657	burnout	candidate	4
3658	collective	identification	4
3659	main	component	4
3660	reward	positive	5
3661	approach	situational_contingency_theory	3
3662	behavior	correlate	12
3663	prejudice	leadership	4
3664	predictor	employee	9
3665	leader	creativity	5
3666	term	level##analysis	6
3667	leadership	complementary	3
3668	relationship	mean	6
3669	several	line	4
3670	network	assembly	3
3671	traditional	analysis	3
3672	people	task	7
3673	heroic	charismatic_leadership_theory	3
3674	achieve	outcome	8
3675	support	model	21
3676	school	university	3
3677	global	leadership	164
3678	procedure	fair	3
3679	culture	differ	3
3680	law	regulation	3
3681	view	focus	6
3682	elaborate	discussion	3
3683	outside	japan	8
3684	critique	authentic_leadership_theory	3
3685	emotional	expressiveness	9
3686	author	leader	3
3687	path	model	6
3688	self##transcendence	value	14
3689	leadership	exchange	3
3690	group	feel	4
3691	aspect	managerial	4
3692	attitude	organizational_outcome	17
3693	result	expect	7
3694	subscale	multifactor	4
3695	larger	coordinate	3
3696	organizational	demography	5
3697	trigger	positive	5
3698	radical	feminism	3
3699	serve	model	3
3700	country	principal	4
3701	comprise	five	4
3702	organizational_outcome	people	3
3703	observation	error	8
3704	manager	select	4
3705	internal	work	12
3706	authentic	relationship	6
3707	appropriate	situation	14
3708	dimension	group	5
3709	meaning	approach	3
3710	influence	organisational	4
3711	manager	internal	3
3712	leader	substitute	6
3713	result	theoretical	3
3714	correspond	middle	3
3715	future	library	3
3716	total	sample	4
3717	related	concept	8
3718	approach	believe	5
3719	porient	culture	7
3720	characteristic	leader	164
3721	imagery	conceptual	10
3722	platoon	leader	5
3723	marker	leader	7
3724	outcome	style	3
3725	burns	bass	12
3726	emotional	contagion	29
3727	motivational	analysis	3
3728	core	construct	3
3729	work	interesting	3
3730	show	charismatic_leadership_theory	5
3731	generation	application	5
3732	base	understanding	5
3733	dyad	commit	3
3734	role	relevant	3
3735	psychodynamic	approach	4
3736	self##identity	refer	3
3737	organize	framework	12
3738	scale	individual	4
3739	effective	in##group	3
3740	low	growth	3
3741	situation	contribute	3
3742	schriesheim	kerr	4
3743	potential	respondent	3
3744	study	trust	4
3745	operationalization	leadership	5
3746	condition	low	9
3747	high##vertical_dyad_linkage_theory	relationship	3
3748	inaccurate	unrealistic	5
3749	carry	out	111
3750	require	time	5
3751	genuine	leadership	4
3752	challenge	overcome	3
3753	over	behaviour	3
3754	status	power	5
3755	nature	organizational	6
3756	charismatic_leadership_theory	outcome	9
3757	available	responsive	4
3758	conduct	study	24
3759	partial	correlation	14
3760	balance	concem	3
3761	initial	level	5
3762	nature	task	17
3763	leader	such	8
3764	regard	positive	3
3765	integrate	transformational##transactional_transformational_leadership_model	3
3766	aspect	transformation	3
3767	motivation	include	4
3768	rank	highest	3
3769	trait	literature	3
3770	truth	cartesian	3
3771	paradigm	study	5
3772	resource	student	3
3773	encourage	inquire	3
3774	time	follower	8
3775	expectation	establish	3
3776	innovative	unconventional	3
3777	paper	add	4
3778	communication	climate	3
3779	group	higher	4
3780	fitness	flow	3
3781	dyad	group##level##analysis	8
3782	categorize	leader	6
3783	author	write	3
3784	spill	area	3
3785	factor	intellectual	3
3786	act	considerate	3
3787	generalize	culture	3
3788	bass	riggio	5
3789	trait	process	5
3790	employee	extra	3
3791	relation	organizational	16
3792	dimension	vertical_dyad_linkage_theory	3
3793	component	charismatic_leadership_theory	25
3794	exchange	sequence	3
3795	safety	record	6
3796	evidence	sex	5
3797	enhance	leader	14
3798	perception	style	5
3799	follower	individualize	7
3800	relation	task	22
3801	leader	way	3
3802	relationship	offer	4
3803	mea	sure	3
3804	influence	hierarchical	3
3805	justice	suggest	3
3806	follower	self##report	5
3807	speak	language	3
3808	leader	emphasis	9
3809	expectation	actual	3
3810	initial	attempt	4
3811	experience	influence	6
3812	promote	share	7
3813	learning	organizational_outcome	7
3814	change	leadership	68
3815	leader	virtue	4
3816	frequency	interaction	3
3817	function	member	3
3818	item	represent	7
3819	concept	theory	3
3820	operate	level##analysis	4
3821	chain	mediate	3
3822	measure	i	3
3823	interest	consider	5
3824	theory	clear	3
3825	achievement_goal_theory	path##organizational_outcome	3
3826	hollander	model	3
3827	absence	empirical	3
3828	charismatic_leadership_theory	social	14
3829	process	research	3
3830	model	transformational	6
3831	model	leader##member	6
3832	organization	community	6
3833	organizational_outcome	mean	3
3834	true	score	6
3835	motion	model	3
3836	member##group	member	3
3837	theory	need	13
3838	organization	traditional	6
3839	influence	manager	9
3840	type	event	10
3841	charismatic_leadership_theory	style	9
3842	workplace	aggression	3
3843	bridge	gap	8
3844	house	path##goal_model	3
3845	mitigate	negative	3
3846	overlap	authentic	4
3847	perceive	trustworthiness	6
3848	model	deal	3
3849	out	follower	4
3850	relationship	core	5
3851	innovation##supportive	climate	5
3852	study	observe	7
3853	change	function	7
3854	turn	influence	21
3855	student	perception	4
3856	style	explain	5
3857	organizational	worker	3
3858	identity	relationship	4
3859	school	characteristic	4
3860	leader	signal	17
3861	follower	emotional	9
3862	assume	formulation	3
3863	base	methodology	3
3864	individual	operate	7
3865	ii	understanding	6
3866	finding	show	8
3867	role	aesthetic	3
3868	base	three	3
3869	focus	leader	60
3870	psychological	characteristic	3
3871	state	mind	9
3872	objective	provide	4
3873	leadership	approach	258
3874	servant_leadership_theory	help	3
3875	contexts	relational	3
3876	result	differ	3
3877	motivation	involve	5
3878	value	concept	5
3879	correlation	charismatic_leadership_theory	4
3880	past	leadership	3
3881	entrepreneur	identity	3
3882	procedure	routine	3
3883	behavior	leader	193
3884	strategy	individual	3
3885	financial	crisis	6
3886	establish	high	8
3887	hold	individual	7
3888	organizational	task	7
3889	manager	relationship##oriented	4
3890	life	setting	3
3891	network	group	3
3892	leader	prefer	30
3893	self	emanate	3
3894	bien	call	3
3895	effort	value	3
3896	co##worker	theory	3
3897	emb	theory	3
3898	generalize	study	5
3899	positive	interaction	11
3900	personal	communication	7
3901	encourage	member	10
3902	temporal	aspect	4
3903	dyadic	leadership	11
3904	source	trait	3
3905	contextual	constraint	3
3906	current	article	9
3907	emotionality	leader	3
3908	explain	relationship	18
3909	ability	provide	9
3910	attempt	resolve	3
3911	behaviour	reduce	3
3912	leader	stem	4
3913	boundary	leadership	5
3914	job	insecurity	7
3915	individual##group	organizational##level	6
3916	construct	hypothesize	3
3917	influence	register	7
3918	subsequent	judgment	3
3919	offer	unique	5
3920	explain	organizational_outcome	13
3921	framework	focus	3
3922	standard	meet	7
3923	style	clear	3
3924	attribution	causality	8
3925	implementation	change	10
3926	participation	relationship	4
3927	peer	assessment	5
3928	potential	positive	4
3929	creativity	innovation	73
3930	related	managerial	6
3931	affective	reaction	12
3932	leader	initiative	3
3933	negotiate	role	3
3934	reason	transformational	3
3935	manager	transactional_transformational_leadership_model	3
3936	approach	include	29
3937	predict	characteristic	8
3938	predict	injury	3
3939	crucial	aspect	3
3940	clarify	desire	4
3941	career	development	4
3942	requirement	job	6
3943	emotion	focus	4
3944	factor	structure	55
3945	ideal	follower	5
3946	take	precedence	3
3947	independence	level	3
3948	contextual	performance	10
3949	experience	personal	3
3950	causal	attribution	8
3951	divide	three	4
3952	analysis	behavior	10
3953	transformational_leadership_theory	influence	41
3954	leadership	dependent	8
3955	dansereau	alutto	4
3956	offer	leadership	5
3957	leader	intention	13
3958	critical	dimension	3
3959	perceive	effective	19
3960	believe	autocratic	4
3961	leadership	weaker	3
3962	order	explain	5
3963	subordinate	less	4
3964	characteristic	exhibit	7
3965	work	collective	3
3966	payback	shareholder	5
3967	employ	variety	3
3968	practice	clear	3
3969	member	nan	4
3970	relate	employee	4
3971	consider	critical	11
3972	difficult	time	4
3973	organizational	issue	5
3974	generation	function	4
3975	organization	occur	4
3976	drawing	literature	3
3977	intervene	relationship	3
3978	attribution	charismatic_leadership_theory	62
3979	analysis	study	3
3980	way	organizational_outcome	5
3981	formal	employment	4
3982	follower	rely	3
3983	benefit	qualitative	3
3984	reliance	tie	3
3985	network	vertical_dyad_linkage_theory	3
3986	power##distance	high	5
3987	sale	manager	8
3988	possess	ability	4
3989	development	include	5
3990	performance	resident	8
3991	leadership	apply	8
3992	review	support	3
3993	leadership	describe	7
3994	hand	study	6
3995	unique	knowledge	3
3996	style	further	4
3997	antiprototype	difference	9
3998	extant	theory	10
3999	performance	mechanism	5
4000	provide	window	3
4001	behavior	crucial	8
4002	appropriate	level##analysis	9
4003	support	suggest	5
4004	client	self##determination	4
4005	leadership	flourish	3
4006	blackwell	publishing	4
4007	formal	work	4
4008	regard	development	3
4009	manager##employee	relation	5
4010	affect	loyalty	4
4011	organizational_outcome	congruent	3
4012	neutralize	task##oriented	4
4013	emotion	frustration	3
4014	suggest	leadership	40
4015	identify	analyze	4
4016	charity	veracity	4
4017	relevant	skill	4
4018	differ	dimension	3
4019	leadercentric	approach	9
4020	achievement	group	5
4021	follower	ability	29
4022	support	high	4
4023	proposal	critical	4
4024	emerge	distinct	3
4025	manager	accord	3
4026	organizational_outcome	core	4
4027	organisation	approach	4
4028	emphasis	safety	4
4029	degree	role	3
4030	subordinate	low	10
4031	cohesiveness	group	4
4032	power	entail	4
4033	company	ethical_leadership_theory	3
4034	distinct	behavior	3
4035	measure	work	5
4036	development	intervention	3
4037	approach	safety	3
4038	understand	work	5
4039	subordinate	greater	7
4040	structure##consideration	transformational##transactional	6
4041	theory	early	3
4042	approach	involve	17
4043	requirement	leadership	4
4044	way	depend	3
4045	solution	public	3
4046	situation	task	9
4047	second	leader	13
4048	interim	organizational_outcome	3
4049	decision	trust	20
4050	motivation	learn	5
4051	role	perception	8
4052	influence	leader##follower	13
4053	form	resource	8
4054	association	leader	9
4055	powerful	influence	7
4056	model	investigation	4
4057	behaviour	value	4
4058	process	level##analysis	3
4059	order	ensure	11
4060	variable	change	5
4061	task	type	4
4062	study	israeli	4
4063	number	negative	3
4064	emphasize	hierarchical	3
4065	finding	relevant	5
4066	organisational	level	10
4067	focus	self##interest	3
4068	basis	social	5
4069	recognize	form	3
4070	competence	define	3
4071	contagion	organizational_outcome	3
4072	expansion	dyadic	4
4073	team	size	4
4074	process	exist	11
4075	male	employee	3
4076	determine	work	7
4077	type	outstanding	3
4078	value	supervisor	4
4079	design	work	7
4080	relevant	understanding	8
4081	implicit	level##analysis	4
4082	basis	style	3
4083	match	employee	3
4084	international	society	4
4085	attitude	behavior	82
4086	serve	major	3
4087	structure	program	3
4088	influence	willingness	3
4089	innovation	organization	4
4090	type	environment	3
4091	influence	interact	3
4092	influence	potential	3
4093	distinction	suggest	5
4094	leadership	entail	4
4095	congruent	tenet	3
4096	potency	effectiveness_level	14
4097	offer	support	6
4098	level_five_leadership_model	charismatic_leadership_theory	15
4099	relationship	service	5
4100	theory	number	6
4101	leader	place	9
4102	allow	employee	3
4103	staff	participation	3
4104	specific	charismatic_leadership_theory	4
4105	positive	mental	12
4106	lead	article	7
4107	knowledge	performance	4
4108	problem	provide	5
4109	sense	self	16
4110	development	involve	6
4111	endorse	leader	4
4112	function	ability	3
4113	follower	action	10
4114	leadership	relationship##oriented	4
4115	include	usa	4
4116	contribute	perception	6
4117	situational	dimension	3
4118	individual	manager	5
4119	avoid	responsibility	4
4120	performance	affective	7
4121	alternative	conceptualization	4
4122	principal	promote	3
4123	howell	dorfman	9
4124	people	related	6
4125	construct	assess	3
4126	ontology	view	3
4127	behavior	exhibit	21
4128	define	three	4
4129	internal	conflict	4
4130	term	participant	3
4131	enhance	diminish	3
4132	term	solution	4
4133	interaction	manager##employee	3
4134	reward	tend	3
4135	influence	activity	5
4136	outcome	assess	3
4137	predict	transformational_leadership_theory	4
4138	supervisor	perceive	6
4139	capable	make	3
4140	questionnaire	leadership	10
4141	transactional	model	10
4142	organizational_outcome	work	25
4143	assess	individual	3
4144	explanation	lead	3
4145	need	explore	14
4146	public	leader	3
4147	generate	creative	6
4148	leadership	transactional_transformational_leadership_model	8
4149	job	significance	9
4150	willing	innovate	3
4151	additional	benefit	5
4152	code	data	3
4153	vertical_dyad_linkage_theory	fit	3
4154	innovative	idea	11
4155	dimension	model	7
4156	model	lack	6
4157	variable	source	5
4158	consistency	time	3
4159	dynamic	process	20
4160	leader	regulate	3
4161	chronic	regulatory	3
4162	variety	setting	9
4163	mission	reflect	3
4164	exist	norm	3
4165	leader	affirm	5
4166	statement	situational_contingency_theory	4
