	gram_1	gram_2	gram_3	Freq
2346	aim	examine	apply	4
2347	upward	adaptive	relationship	3
2348	discuss	theoretical	implication	3
2349	advance	knowledge	relational	3
2350	promote	effective	function	3
2351	individual	influence	group	3
2352	approach	leadership	focus	4
2353	leader	perceive	effective	3
2354	idea	hold	knowledge	4
2355	contrast	social	identity	3
2356	relationship	development	interrelate	3
2357	nuclear	power	plant	11
2358	cognitive	behavioral	depersonalization	3
2359	quote	hunt	refer	3
2360	lord	explore	issue	3
2361	employee	perception	organization	3
2362	process	outcome	electronic	6
2363	profile	successful	manager	3
2364	explain	cultural	difference	3
2365	leadership	relational	property	5
2366	group	member	act	3
2367	participant	seek	conflict	3
2368	climate	injury	relationship	3
2369	team	identification	diverse	4
2370	human	resource	service	4
2371	role	relational	skill	3
2372	subordinate	leader	moderate	3
2373	multiple	analysis	theory	4
2374	subordinate	dyad	discourse	3
2375	follower	receive	meet	3
2376	social	repeat	interaction	3
2377	know	view	knowledge	3
2378	group	know	view	3
2379	adopt	constructionist	approach	3
2380	hosking	process	involve	3
2381	relational	network	move	3
2382	direct	consensus	model	3
2383	ensure	team	member	3
2384	communicate	follower	approach	4
2385	ensure	supportive	environment	3
2386	application	knowledge	asset	4
2387	management	technique	relational	3
2388	interactive	model	leader	3
2389	administrator	international	society	4
2390	reliability	trustworthiness	entity	3
2391	leader	feel	accept	3
2392	strategic	organizational	contingency	4
2393	need	closure	time	4
2394	social	work	manager	14
2395	average	latent	factor	3
2396	relationship	leader	superior	3
2397	pertain	corporate	social	3
2398	perception	incoming	leader	3
2399	alpha	male	female	3
2400	meeting	system	group	3
2401	explicit	corporate	social	21
2402	role	organizational	citizenship	6
2403	working	life	characteristic	3
2404	participant	receive	feedback	4
2405	resource	management	consider	3
2406	outside	leader	control	3
2407	provide	framework	subjective	3
2408	student	background	factor	3
2409	public	sector	organization	3
2410	relate	action	event	3
2411	upper	echelon	organization	4
2412	symbolic	interactionist	approach	7
2413	foundation	social	repeat	3
2414	member	characteristic	dyad	7
2415	attitude	feeling	behavior	8
2416	follower	influence	perception	3
2417	transcendence	conservation	value	3
2418	social	work	education	4
2419	positive	direct	emotion	3
2420	high	gender	egalitarian	5
2421	leadership	followership	actor	3
2422	difference	leader	nonleader	4
2423	facilitate	individual	collective	4
2424	problem	approach	situation	3
2425	perception	cognition	engage	3
2426	focus	discrete	abstract	3
2427	view	process	intra	3
2428	focus	leadership	approach	3
2429	offer	work	apply	3
2430	style	member	satisfaction	3
2431	relationship	relational	demography	5
2432	leadership	complex	interactive	4
2433	organizational	knowledge	creation	35
2434	group	family	collectivism	4
2435	job	task	place	3
2436	model	interaction	leadership	3
2437	attribution	success	failure	3
2438	oriented	leadership	function	5
2439	ontology	raise	leadership	3
2440	attribution	leader	intention	3
2441	human	interaction	dynamics	3
2442	individual	make	idiosyncrasy	3
2443	exemplar	social	category	3
2444	unfold	highlight	process	3
2445	gender	public	relation	3
2446	generate	image	organization	3
2447	people	sensitive	process	3
2448	behavior	ideology	construct	7
2449	leadership	public	relation	8
2450	construct	competitive	collaborative	3
2451	commitment	employee	behaviour	3
2452	rating	testing	predict	4
2453	notion	suggest	structure	3
2454	trait	identify	leader	3
2455	process	context	offer	3
2456	fulfillment	contractual	obligation	4
2457	high	upward	influence	5
2458	promote	teacher	leadership	3
2459	nursing	faculty	member	5
2460	relationship	mutual	stimulation	3
2461	real	life	group	3
2462	climate	media	high	3
2463	strain	job	active	3
2464	supportiveness	employee	seniority	4
2465	reality	emergent	context	3
2466	moderate	tash	maturity	3
2467	breakdown	distinction	lead	3
2468	leadership	function	specific	3
2469	leadership	woman	movement	3
2470	transference	finding	show	3
2471	schema	depend	assessment	3
2472	team	cooperative	climate	3
2473	box	local	historical	3
2474	finding	lend	support	4
2475	masculine	feminine	leader	4
2476	leader	attend	follower	7
2477	approach	subject	object	3
2478	accord	network	theory	3
2479	depersonalization	produce	implication	3
2480	people	oriented	role	4
2481	core	micro	strategy	9
2482	graen	concept	leadership	3
2483	transference	process	serve	3
2484	raise	framework	discuss	3
2485	ask	supervisor	rate	3
2486	interdependence	complex	understanding	3
2487	support	leader	group	3
2488	definition	evaluation	regulation	3
2489	firm	innovation	influence	3
2490	need	understand	leadership	4
2491	organization	direct	managerial	3
2492	generate	original	solution	4
2493	process	specific	content	3
2494	full	range	model	3
2495	style	function	express	3
2496	leadership	management	behavior	3
2497	turn	reframe	generate	3
2498	anxious	ambivalent	style	3
2499	identification	supply	chain	28
2500	global	leadership	organizational	76
2501	competitive	collaborative	motive	3
2502	leadership	group	phenomenon	4
2503	need	closure	manipulate	4
2504	produce	normative	attitude	3
2505	relationship	connection	people	3
2506	compete	value	organization	3
2507	leadership	organizational	knowledge	13
2508	leader	concern	welfare	3
2509	high	need	closure	31
2510	leadership	distinguished	relational	3
2511	consider	relationship	individual	3
2512	leadership	answer	authority	3
2513	knowledge	information	grant	3
2514	work	force	management	33
2515	capable	cautious	performer	3
2516	high	preference	autonomy	4
2517	convert	follower	leader	3
2518	leadership	diversity	scholar	3
2519	organizational	member	enter	3
2520	mediate	relationship	leadership	5
2521	person	context	interrelate	3
2522	respect	trust	obligation	3
2523	leader	group	prototypical	3
2524	social	construction	emanate	3
2525	man	event	market	3
2526	leadership	work	focus	3
2527	network	leadership	relationship	3
2528	perceive	represent	view	3
2529	team	learning	application	4
2530	lead	achievement	group	3
2531	social	life	building	3
2532	give	employee	feel	4
2533	endure	objective	effort	3
2534	empowerment	leader	relationship	3
2535	informal	athlete	leader	4
2536	new	public	management	6
2537	subordinate	dyad	relationship	3
2538	change	leadership	high	4
2539	organizational	development	leadership	4
2540	leader	emergence	perception	3
2541	investigate	leadership	phenomenon	3
2542	direct	attention	focus	4
2543	creative	problem	solving	17
2544	form	emergence	discuss	3
2545	individual	objective	lead	3
2546	perception	human	resource	9
2547	differentiate	group	emerge	3
2548	epistemology	objective	truth	3
2549	approach	inform	view	3
2550	technique	relational	ontology	3
2551	characteristic	principalship	develop	3
2552	need	closure	tendency	4
2553	observer	bullying	report	3
2554	act	participant	leader	3
2555	ethical	cognition	behavior	4
2556	team	member	knowledge	3
2557	proactive	integrative	task	3
2558	person	situation	interaction	3
2559	individual	leader	accord	3
2560	follower	interaction	constitute	3
2561	skill	trait	behavior	5
2562	autocratic	leadership	group	5
2563	resource	plan	success	6
2564	receipt	team	member	3
2565	conversation	analysis	cognitive	3
2566	involve	project	outcome	3
2567	theory	identify	characteristic	3
2568	influence	superior	subordinate	4
2569	obligation	organizational	citizenship	3
2570	high	need	leadership	3
2571	normative	decision	model	3
2572	interact	individual	group	3
2573	display	strong	weak	5
2574	relational	science	generate	3
2575	leadership	human	resource	3
2576	employ	longitudinal	design	4
2577	engage	exemplary	act	4
2578	factor	understand	discussion	3
2579	account	leadership	hosking	3
2580	object	relationship	lie	3
2581	characteristic	human	resource	3
2582	identity	set	transfer	3
2583	group	member	friendly	4
2584	member	centrality	workgroup	3
2585	leadership	framework	open	3
2586	promote	corporate	social	3
2587	high	mutual	interest	3
2588	understanding	limit	ability	3
2589	influence	group	oriented	4
2590	influence	compatible	seek	3
2591	share	member	organization	4
2592	consideration	relationship	feel	3
2593	subjective	relationship	framework	3
2594	constraint	human	imagination	3
2595	colleague	call	change	3
2596	develop	skill	confidence	6
2597	mental	health	expect	3
2598	implicit	theory	leader	3
2599	way	need	account	3
2600	basis	property	behavior	3
2601	leadership	hierarchical	position	3
2602	antecedent	benefit	cost	3
2603	team	role	performance	27
2604	procedure	web	build	3
2605	consider	set	point	3
2606	nature	relation	form	3
2607	project	high	technology	5
2608	view	subject	distinguishable	3
2609	core	organizational	value	5
2610	dyad	group	organizational	3
2611	organizational	reward	leader	6
2612	demand	increase	term	5
2613	appear	description	close	5
2614	characteristic	measure	approach	3
2615	manager	subordinate	dyad	15
2616	behavior	remain	dynamic	3
2617	friendship	network	advice	3
2618	team	oriented	leadership	3
2619	relationship	leader	member	3
2620	develop	manager	employee	3
2621	private	public	sector	3
2622	believe	teacher	sole	3
2623	view	relate	individual	3
2624	attention	devote	leadership	3
2625	team	identification	mediate	3
2626	independent	bound	entity	3
2627	accept	theory	leadership	3
2628	social	emergent	coordination	3
2629	open	small	depend	3
2630	social	identity	salience	19
2631	leadership	group	member	8
2632	friend	taxonomy	friendship	3
2633	approach	constraint	human	3
2634	leadership	relational	accord	3
2635	actual	behavior	trait	4
2636	construct	successful	leadership	5
2637	core	process	theory	3
2638	leader	close	leadership	3
2639	gender	composition	group	10
2640	power	distance	individualism	9
2641	feminism	future	century	3
2642	actual	manager	match	3
2643	social	change	value	7
2644	inform	change	circumstance	3
2645	contrast	approach	view	3
2646	perceive	effectiveness	leader	3
2647	view	person	leadership	3
2648	employee	seniority	increase	4
2649	socialize	personalize	social	4
2650	complex	interplay	individual	3
2651	construe	influence	compatible	3
2652	process	leadership	generate	3
2653	identity	theory	socialize	3
2654	social	factor	leadership	3
2655	passive	manage	exception	3
2656	engage	social	psychological	3
2657	possibility	reverse	causality	4
2658	dynamic	interaction	relational	3
2659	power	distance	country	12
2660	lack	interaction	explain	3
2661	individual	actor	relational	4
2662	longer	term	approach	3
2663	relational	bond	social	3
2664	emanate	connection	interdependency	3
2665	critical	incident	diary	3
2666	support	service	responsiveness	5
2667	leader	leadership	characteristic	3
2668	closure	time	pressure	5
2669	context	larger	collectivity	3
2670	engage	raise	motivation	6
2671	distribute	centralize	leadership	4
2672	leader	promote	development	3
2673	leader	interact	group	3
2674	team	pursue	establish	3
2675	absorb	gender	issue	3
2676	stronger	preference	leader	3
2677	member	exchange	contribution	4
2678	information	elaboration	process	7
2679	assume	social	reality	3
2680	voice	larger	coordinate	3
2681	exchange	leader	member	3
2682	expose	bullying	report	4
2683	leadership	extreme	action	3
2684	department	partner	advocate	3
2685	multiple	voice	listen	3
2686	challenge	future	approach	4
2687	recommend	lead	student	3
2688	describe	negotiate	process	3
2689	leader	moderate	relationship	4
2690	direct	relationship	organizational	4
2691	support	group	member	3
2692	recognize	powerful	performance	3
2693	member	exchange	individual	3
2694	separation	mind	nature	3
2695	moment	key	ontological	3
2696	antecedent	knowledge	share	8
2697	organization	term	relational	3
2698	knowledge	share	related	6
2699	provide	control	communication	3
2700	interdependent	recognize	formal	3
2701	good	fit	data	3
2702	objective	performance	measure	6
2703	nurse	high	preference	3
2704	mission	appealing	value	3
2705	approach	difference	lie	3
2706	concerned	knowledge	create	3
2707	team	power	dynamics	3
2708	key	determinant	organizational	4
2709	researcher	investigate	role	4
2710	follower	accept	offer	3
2711	positive	mental	health	12
2712	comparison	social	identity	4
2713	high	characteristic	leadership	7
2714	safety	relate	behavior	3
2715	commitment	organization	focus	3
2716	objective	monitor	operation	3
2717	behaviour	weak	situation	3
2718	comparison	match	mismatch	4
2719	deal	personal	satisfaction	3
2720	trust	share	information	3
2721	high	maturity	employee	5
2722	leader	collaborator	actor	3
2723	follower	competence	high	3
2724	larger	context	social	3
2725	neocharismatic	leadership	paradigm	4
2726	group	alter	identity	5
2727	knowledge	asset	leadership	3
2728	school	leadership	student	3
2729	tacit	explicit	knowledge	4
2730	express	stronger	preference	4
2731	relational	bond	form	3
