	gram_1	gram_2	Freq
8583	standard	impose	4
8584	socialization	process	12
8585	construct	demonstrate	3
8586	term	gender	3
8587	behavior	superior	8
8588	require	testing	3
8589	member	challenge	8
8590	argument	process	3
8591	report	liability	3
8592	individual	dyad	13
8593	perceive	greater	9
8594	receive	benefit	12
8595	subjective	data	5
8596	time	interaction	5
8597	reason	model	3
8598	examination	limit	4
8599	interaction	customer	4
8600	traditional	worker	3
8601	process	state	3
8602	divide	symbolic	3
8603	factor	account	8
8604	outcome	emotion	3
8605	process	structure	18
8606	workgroup	relationship	3
8607	commitment	establish	4
8608	consider	theory	4
8609	interpersonal	relational	6
8610	experience	measure	3
8611	environment	identify	4
8612	evidence	culture	4
8613	employee	motivation	17
8614	implication	practice	14
8615	moderator	mediator	5
8616	theory	ground	3
8617	time	learn	3
8618	overarching	framework	10
8619	teaching	style	3
8620	moderate	relationship	132
8621	situation	follower	27
8622	anger	frustration	3
8623	core	theoretical	4
8624	power	struggle	91
8625	contemporary	approach	11
8626	dimension	model	9
8627	serve	interest	6
8628	flexibility	managerial	3
8629	contribute	effective	4
8630	practice	relevant	3
8631	employee	formulate	3
8632	comprise	measure	3
8633	responsibility	practice	13
8634	relationship	accord	8
8635	knowledge	extent	3
8636	role	uncertainty	7
8637	technique	identify	3
8638	depersonalize	sense	3
8639	context	interrelate	3
8640	accomplish	interaction	3
8641	contingent	follower	5
8642	culture	value	10
8643	situational	influence	16
8644	promote	high	4
8645	theory	believe	4
8646	set	problem	4
8647	public	school	3
8648	approach	transactional	3
8649	satisfaction	motivation	3
8650	compare	series	3
8651	view	complex	3
8652	exchange	key	4
8653	leader	reduce	9
8654	participation	relationship	3
8655	physical	science	3
8656	phenomenon	set	3
8657	value	support	5
8658	membership	social	4
8659	drive	behavior	3
8660	leader	strengthen	3
8661	extent	trust	4
8662	follower	problem	6
8663	theory	issue	5
8664	leader	answer	5
8665	leadership	member	11
8666	failure	meet	3
8667	competitive	priority	10
8668	future	understanding	3
8669	approach	differentiate	3
8670	trust	party	4
8671	give	support	3
8672	effective	organization	18
8673	culture	drive	3
8674	organizational	selection	3
8675	leadership	help	4
8676	combination	theoretical	3
8677	model	basic	3
8678	consensus	follower	3
8679	sense	obligation	9
8680	characteristic	role	3
8681	organization	line	4
8682	creative	think	4
8683	learn	share	6
8684	leader	join	3
8685	constructionism	center	3
8686	innovation	role	5
8687	adopt	democratic	3
8688	refer	focus	3
8689	supervisory	style	8
8690	upward	downward	3
8691	moral	standard	8
8692	work	leadership	48
8693	direction	variation	3
8694	insider	resemble	3
8695	lower	participant	3
8696	team	previous	5
8697	leadership	government	3
8698	behavior	meet	5
8699	state	description	16
8700	analysis	conclusion	3
8701	problem	identify	6
8702	accumulate	knowledge	7
8703	characteristic	compare	5
8704	understanding	relational	6
8705	responsive	child	3
8706	principal	promote	3
8707	individual	identification	5
8708	individual	assess	3
8709	target	evaluation	12
8710	accident	rate	3
8711	involvement	identification	3
8712	primary	contribution	5
8713	environment	staff	5
8714	trust	vulnerable	3
8715	behavior	workplace	4
8716	distinction	personal	3
8717	contribute	unique	3
8718	group	sex	4
8719	lead	high	10
8720	optimism	efficacy	3
8721	appropriate	approach	3
8722	development	specific	3
8723	outcome	theory	5
8724	considerable	empirical	3
8725	behavior	norm	3
8726	definition	offer	3
8727	theory	application	4
8728	broader	term	3
8729	process	specific	5
8730	benefit	accrue	3
8731	approach	nature	6
8732	evaluation	process	5
8733	leader	knowledge	8
8734	individual	cooperative	3
8735	consider	legitimate	3
8736	overcome	social	3
8737	corrective	leadership	8
8738	socialize	visionary	3
8739	analysis	imply	4
8740	evidence	role	5
8741	nursing	systems	6
8742	development	unit	3
8743	encourage	support	10
8744	attempt	leader	7
8745	intrinsic	effort	3
8746	reflection	participant	3
8747	way	enhance	7
8748	plan	problem	3
8749	construct	dimension	7
8750	general	grant	5
8751	tie	employee	3
8752	leadership	decade	3
8753	leader	propose	12
8754	focus	direct	4
8755	standard	procedure	3
8756	linkage	theory	20
8757	several	author	9
8758	benefit	understanding	4
8759	promote	positive	8
8760	maintain	relationship	6
8761	context	subordinate	3
8762	teacher	feeling	4
8763	group	serve	4
8764	imply	model	3
8765	firm	business	6
8766	subordinate	expect	14
8767	participation	form	4
8768	innovation	accord	3
8769	advice	seek	3
8770	system	leadership	14
8771	sense	role	5
8772	group	success	8
8773	employee	development	10
8774	proximal	distal	6
8775	individual	interpret	7
8776	create	sustainable	4
8777	susceptible	influence	4
8778	connection	bond	3
8779	theory	large	4
8780	report	manager	10
8781	management	enhance	6
8782	prototypical	model	10
8783	perceive	prototypical	5
8784	help	organization	7
8785	sex	composition	7
8786	seek	solution	3
8787	flexibility	need	3
8788	approach	multiple	3
8789	design	measure	4
8790	relation	characteristic	3
8791	manager	skill	4
8792	construct	interact	4
8793	organization	cultural	4
8794	examine	argue	3
8795	team	accomplish	6
8796	transformational	project	8
8797	outcome	work	8
8798	personalize	relationship	3
8799	force	human	3
8800	role	relevance	8
8801	psychological	analysis	3
8802	performance	indicator	8
8803	concern	lack	3
8804	improve	subordinate	4
8805	competency	situational	4
8806	work	way	4
8807	closer	relationship	6
8808	scholar	agree	7
8809	problem	term	3
8810	model	conceptualize	6
8811	learn	development	8
8812	leadership	extent	10
8813	dependency	leader	5
8814	confidence	building	3
8815	high	risk	14
8816	behavior	range	3
8817	empower	work	3
8818	point	worth	3
8819	behavioral	contingency	3
8820	leader	deny	5
8821	membership	salient	8
8822	individual	country	3
8823	develop	network	3
8824	firm	competitive	5
8825	idealize	image	4
8826	effective	behavior	12
8827	pay	relationship	5
8828	exchange	partner	8
8829	work	create	9
8830	receive	reward	8
8831	supervisor	role	4
8832	follower	promote	3
8833	country	exception	4
8834	embody	value	8
8835	heart	attack	6
8836	lack	control	7
8837	time	money	4
8838	cognitive	operation	3
8839	expectation	affect	4
8840	lean	leadership	56
8841	value	discussion	4
8842	air	force	5
8843	approach	general	7
8844	process	guide	3
8845	fear	anxiety	5
8846	achieve	change	4
8847	member	receive	9
8848	transcendent	ideal	5
8849	propose	related	3
8850	achieve	clear	3
8851	dissatisfaction	stage	4
8852	subordinate	opportunity	4
8853	critical	incident	23
8854	define	expectation	5
8855	development	appropriate	5
8856	devotion	follower	3
8857	hire	employee	6
8858	theory	incorporate	5
8859	measure	empirical	3
8860	austrian	culture	4
8861	value	student	4
8862	theory	introduce	5
8863	define	component	4
8864	depend	observable	3
8865	ethnic	background	3
8866	involve	people	8
8867	heuristic	model	3
8868	leader	achieve	29
8869	leader	define	23
8870	team	collaboration	3
8871	support	safety	3
8872	influence	characteristic	7
8873	setting	direction	3
8874	represent	model	7
8875	apply	entire	3
8876	practice	offer	4
8877	concept	characteristic	4
8878	subject	object	8
8879	introduce	popular	3
8880	good	seek	3
8881	involve	exchange	7
8882	structure	measure	5
8883	behavior	several	3
8884	motivation	member	4
8885	general	style	3
8886	staff	participation	3
8887	sense	spiritual	10
8888	difference	manager	3
8889	demonstrate	reliability	3
8890	extraversion	agreeableness	11
8891	process	ensure	3
8892	superior	behavior	9
8893	turn	trust	4
8894	leader	distinct	4
8895	suggest	theory	12
8896	model	theory	33
8897	accord	leader	12
8898	simplify	image	3
8899	compliance	focus	3
8900	hire	fire	3
8901	subordinate	indifferent	6
8902	strategic	leadership	3
8903	reward	punishment	60
8904	control	develop	3
8905	argument	group	3
8906	employee	desire	3
8907	distinct	factor	7
8908	role	explain	5
8909	perception	function	3
8910	skill	motivation	3
8911	relational	situate	6
8912	outcome	product	6
8913	approach	critical	7
8914	individual	seek	14
8915	inference	drawing	8
8916	lay	foundation	7
8917	context	increase	3
8918	salesperson	attitude	3
8919	competence	relate	3
8920	approach	root	3
8921	finding	suggestion	3
8922	encourage	discussion	5
8923	accord	individual	4
8924	perception	exemplar	3
8925	relationship	increase	7
8926	firm	match	3
8927	team	potential	6
8928	support	share	5
8929	available	communication	3
8930	optimal	behavior	3
8931	approach	count	3
8932	strategic	manager	3
8933	theory	fail	4
8934	leadership	concentrate	6
8935	transformational	form	3
8936	employee	social	3
8937	burns	house	3
8938	leader	extroversion	3
8939	openness	process	5
8940	create	impression	3
8941	organization	researcher	9
8942	potential	gender	3
8943	opportunity	organizational	3
8944	mechanism	understanding	4
8945	implement	innovation	5
8946	role	gender	6
8947	lie	context	4
8948	actor	social	4
8949	administrative	leader	19
8950	behavior	trait	20
8951	organization	evidence	6
8952	suggest	work	4
8953	criticism	model	3
8954	model	work	8
8955	climate	performance	7
8956	task	anonymity	3
8957	attribution	identification	7
8958	subordinate	relationship	42
8959	specific	direction	4
8960	relationship	theoretical	5
8961	contingency	leadership	5
8962	multiple	organizational	6
8963	role	supervisor	5
8964	consistent	relation	3
8965	leader	inspirational	8
8966	approach	guide	4
8967	understand	respond	3
8968	communication	process	16
8969	hierarchy	team	6
8970	extraversion	conscientiousness	3
8971	respect	finding	3
8972	relationship	vary	3
8973	educational	background	7
8974	researcher	seek	4
8975	outcome	reside	7
8976	categorization	manager	3
8977	measure	leadership	56
8978	observe	increase	4
8979	behavior	target	3
8980	respond	subordinate	4
8981	individual	evaluation	5
8982	examine	cultural	3
8983	account	observe	4
8984	view	likelihood	3
8985	moderate	consideration	3
8986	evidence	matter	3
8987	university	student	14
8988	trustor	perception	3
8989	society	culture	4
8990	organization	practice	5
8991	behavioral	manifestation	11
8992	target	leader	8
8993	perceive	similarity	21
8994	organization	personal	4
8995	theoretical	integration	9
8996	desirable	undesirable	3
8997	measure	manager	4
8998	rate	subordinate	4
8999	process	limit	3
9000	communication	information	3
9001	process	desirable	3
9002	message	analysis	7
9003	need	support	12
9004	explanation	motivation	3
9005	performance	standard	23
9006	argue	leadership	40
9007	model	parameter	4
9008	guide	principle	7
9009	model	enable	4
9010	culture	develop	3
9011	effort	perception	3
9012	creation	process	14
9013	individual	occupy	5
9014	majority	work	3
9015	leader	extraverted	4
9016	situation	team	3
9017	basis	select	8
9018	greater	supervisor	3
9019	organizational	behavioral	4
9020	lead	performance	5
9021	target	individual	5
9022	conclusion	emerge	3
9023	process	serve	4
9024	contextual	constraint	3
9025	related	follower	28
9026	lead	identify	8
9027	return	response	3
9028	style	researcher	6
9029	dynamic	bonding	5
9030	context	difference	3
9031	theory	bass	9
9032	depict	leader	5
9033	real	construct	3
9034	subsequent	performance	10
9035	argue	manager	8
9036	supervisor	subordinate	30
9037	tendency	woman	7
9038	closer	scrutiny	4
9039	emerge	effective	6
9040	member	contribution	10
9041	presidential	leader	5
9042	value	identity	32
9043	labour	process	5
9044	leader	nonleader	23
9045	decision	trust	16
9046	influence	affect	4
9047	leadership	lie	6
9048	motivational	state	6
9049	single	small	4
9050	transformational	compare	3
9051	match	identity	3
9052	response	subordinate	5
9053	responsibility	ensure	4
9054	characteristic	increase	3
9055	factor	range	6
9056	discourse	leadership	7
9057	leader	aim	5
9058	observer	leadership	4
9059	cooperation	clarification	3
9060	rare	examination	3
9061	autonomy	subordinate	3
9062	school	characterize	4
9063	way	consistent	4
9064	assign	direction	3
9065	measurement	instrument	13
9066	evaluation	group	3
9067	context	share	4
9068	design	system	3
9069	understanding	process	6
9070	accord	group	4
9071	destructive	behaviour	3
9072	improve	motivation	3
9073	form	impression	11
9074	subordinate	form	3
9075	measure	way	4
9076	larger	context	8
9077	consensus	team	3
9078	average	value	3
9079	relationship	share	7
9080	resource	require	7
9081	focus	knowledge	4
9082	social	dilemma	16
9083	training	increase	5
9084	anxious	attachment	12
9085	behavior	exhibit	11
9086	criterion	reason	3
9087	way	understanding	3
9088	turn	reinforce	4
9089	indirect	path	3
9090	paper	provide	3
9091	contrast	approach	13
9092	report	size	3
9093	implication	first	3
9094	support	member	7
9095	objective	job	4
9096	member	distinction	3
9097	place	link	3
9098	employee	maintain	3
9099	younger	worker	7
9100	preference	role	3
9101	increase	people	3
9102	management	focus	8
9103	direct	negative	3
9104	member	action	4
9105	individual	attention	5
9106	presidential	speech	3
9107	uncertainty	provide	3
9108	organization	state	4
9109	interaction	person	3
9110	strong	link	8
9111	capacity	accomplish	3
9112	outcome	need	8
9113	greater	power	3
9114	people	propose	4
9115	communication	direct	3
9116	dimension	score	4
9117	theory	contingency	3
9118	alive	relation	3
9119	interested	leadership	4
9120	demonstrate	leadership	11
9121	normative	leadership	3
9122	general	experience	3
9123	daily	experience	3
9124	characteristic	causality	7
9125	situation	turn	4
9126	practice	influence	8
9127	extent	finding	3
9128	clarify	path	6
9129	combine	high	13
9130	gap	understanding	3
9131	follower	theory	40
9132	focus	model	7
9133	outcome	related	4
9134	approach	original	3
9135	leadership	preference	11
9136	basic	approach	3
9137	uncertainty	economic	3
9138	program	leadership	11
9139	feel	confident	10
9140	resource	gain	3
9141	maturity	readiness	3
9142	organizational	hinge	3
9143	identify	react	3
9144	engage	follower	19
9145	respond	increase	5
9146	management	refer	4
9147	disagree	agree	3
9148	demonstrate	manager	4
9149	extension	theory	3
9150	uncertainty	process	3
9151	interpersonal	individual	5
9152	behavior	reaction	4
9153	psychological	resource	17
9154	place	context	4
9155	discrepancy	actual	3
9156	main	issue	3
9157	approach	success	3
9158	greater	reliance	4
9159	high	perform	23
9160	deal	stress	3
9161	subordinate	role	7
9162	organization	depend	16
9163	think	refer	3
9164	view	competent	3
9165	construct	analysis	7
9166	process	accomplish	8
9167	situation	shape	3
9168	behaviour	provide	3
9169	secondary	school	11
9170	program	manager	4
9171	leadership	environmental	4
9172	strong	context	3
9173	management	stress	3
9174	basic	psychological	3
9175	dominance	traditional	4
9176	potential	mechanism	7
9177	group	leader	73
9178	concept	motivational	3
9179	solution	originality	5
9180	criterion	influence	3
9181	perception	close	5
9182	create	supportive	5
9183	ideal	leader	16
9184	performance	reduce	3
9185	broad	array	3
9186	theory	institutional	3
9187	bass	report	12
9188	industry	consider	4
9189	employee	motivated	4
9190	subordinate	compare	4
9191	style	structure	5
9192	relationship	stressful	3
9193	client	worker	6
9194	term	action	3
9195	questionnaire	respondent	3
9196	environment	emphaseze	3
9197	style	neglect	3
9198	managerial	career	3
9199	activate	target	3
9200	behaviour	process	3
9201	relationship	development	39
